LOCALITA',STAZIONE,STATO,SPECIE,PARAMETRO,TIPO DATO,UNITA' DI MISURA,DATA,ANNO,MESE,DATO,LATITUDINE,LONGITUDINE,CHIAVE
Punta Sottile - Muggia,Terrazza mare,attiva,,salinità,idrologici,psu,25/06/2009,2009,6,"34,46",45.60555,13.72195,11613998913
Punta Sottile - Muggia,Terrazza mare,attiva,,ossigeno disciolto,idrologici,% sat.,25/06/2009,2009,6,"115,55",45.60555,13.72195,11613998914
Grignano - Trieste,Diga porto,dismessa,,temperatura,idrologici,°C,25/06/2009,2009,6,"21,88",45.7051,13.710883333333333,11643998912
Grignano - Trieste,Diga porto,dismessa,,salinità,idrologici,psu,25/06/2009,2009,6,"33,99",45.7051,13.710883333333333,11643998913
Grignano - Trieste,Diga porto,dismessa,,ossigeno disciolto,idrologici,% sat.,25/06/2009,2009,6,"108,65",45.7051,13.710883333333333,11643998914
Duino - Aurisina,Diga porto di Duino,dismessa,,temperatura,idrologici,°C,25/06/2009,2009,6,"21,77",45.77333333333333,13.598466666666667,11683998912
Duino - Aurisina,Diga porto di Duino,dismessa,,salinità,idrologici,psu,25/06/2009,2009,6,"32,83",45.77333333333333,13.598466666666667,11683998913
Duino - Aurisina,Diga porto di Duino,dismessa,,ossigeno disciolto,idrologici,% sat.,25/06/2009,2009,6,"106,65",45.77333333333333,13.598466666666667,11683998914
Grado - Morgo,Spiaggia,dismessa,,temperatura,idrologici,°C,25/06/2009,2009,6,"22,40",45.69801666666667,13.32265,11723998912
Grado - Morgo,Spiaggia,dismessa,,salinità,idrologici,psu,25/06/2009,2009,6,"27,84",45.69801666666667,13.32265,11723998913
Grado - Morgo,Spiaggia,dismessa,,ossigeno disciolto,idrologici,% sat.,25/06/2009,2009,6,"117,40",45.69801666666667,13.32265,11723998914
Punta Sottile - Muggia,Terrazza mare,attiva,,temperatura,idrologici,°C,03/07/2009,2009,7,"22,20",45.60555,13.72195,11613999712
Punta Sottile - Muggia,Terrazza mare,attiva,,salinità,idrologici,psu,03/07/2009,2009,7,"35,18",45.60555,13.72195,11613999713
Punta Sottile - Muggia,Terrazza mare,attiva,,ossigeno disciolto,idrologici,% sat.,03/07/2009,2009,7,"108,50",45.60555,13.72195,11613999714
Grignano - Trieste,Diga porto,dismessa,,temperatura,idrologici,°C,03/07/2009,2009,7,"23,30",45.7051,13.710883333333333,11643999712
Grignano - Trieste,Diga porto,dismessa,,salinità,idrologici,psu,03/07/2009,2009,7,"32,95",45.7051,13.710883333333333,11643999713
Grignano - Trieste,Diga porto,dismessa,,ossigeno disciolto,idrologici,% sat.,03/07/2009,2009,7,"99,50",45.7051,13.710883333333333,11643999714
Duino - Aurisina,Diga porto di Duino,dismessa,,temperatura,idrologici,°C,03/07/2009,2009,7,"23,34",45.77333333333333,13.598466666666667,11683999712
Duino - Aurisina,Diga porto di Duino,dismessa,,salinità,idrologici,psu,03/07/2009,2009,7,"31,85",45.77333333333333,13.598466666666667,11683999713
Duino - Aurisina,Diga porto di Duino,dismessa,,ossigeno disciolto,idrologici,% sat.,03/07/2009,2009,7,"96,75",45.77333333333333,13.598466666666667,11683999714
Grado - Morgo,Spiaggia,dismessa,,temperatura,idrologici,°C,03/07/2009,2009,7,"27,52",45.69801666666667,13.32265,11723999712
Grado - Morgo,Spiaggia,dismessa,,salinità,idrologici,psu,03/07/2009,2009,7,"27,01",45.69801666666667,13.32265,11723999713
Grado - Morgo,Spiaggia,dismessa,,ossigeno disciolto,idrologici,% sat.,03/07/2009,2009,7,"100,10",45.69801666666667,13.32265,11723999714
Punta Sottile - Muggia,Terrazza mare,attiva,,temperatura,idrologici,°C,28/07/2009,2009,7,"26,26",45.60555,13.72195,11614002212
Punta Sottile - Muggia,Terrazza mare,attiva,,salinità,idrologici,psu,28/07/2009,2009,7,"35,28",45.60555,13.72195,11614002213
Punta Sottile - Muggia,Terrazza mare,attiva,,ossigeno disciolto,idrologici,% sat.,28/07/2009,2009,7,"116,30",45.60555,13.72195,11614002214
Grignano - Trieste,Diga porto,dismessa,,temperatura,idrologici,°C,28/07/2009,2009,7,"25,70",45.7051,13.710883333333333,11644002212
Grignano - Trieste,Diga porto,dismessa,,salinità,idrologici,psu,28/07/2009,2009,7,"35,46",45.7051,13.710883333333333,11644002213
Grignano - Trieste,Diga porto,dismessa,,ossigeno disciolto,idrologici,% sat.,28/07/2009,2009,7,"117,90",45.7051,13.710883333333333,11644002214
Duino - Aurisina,Diga porto di Duino,dismessa,,temperatura,idrologici,°C,28/07/2009,2009,7,"26,31",45.77333333333333,13.598466666666667,11684002212
Duino - Aurisina,Diga porto di Duino,dismessa,,salinità,idrologici,psu,28/07/2009,2009,7,"30,46",45.77333333333333,13.598466666666667,11684002213
Duino - Aurisina,Diga porto di Duino,dismessa,,ossigeno disciolto,idrologici,% sat.,28/07/2009,2009,7,"106,90",45.77333333333333,13.598466666666667,11684002214
Grado - Morgo,Spiaggia,dismessa,,temperatura,idrologici,°C,28/07/2009,2009,7,"26,21",45.69801666666667,13.32265,11724002212
Grado - Morgo,Spiaggia,dismessa,,salinità,idrologici,psu,28/07/2009,2009,7,"30,87",45.69801666666667,13.32265,11724002213
Grado - Morgo,Spiaggia,dismessa,,ossigeno disciolto,idrologici,% sat.,28/07/2009,2009,7,"109,50",45.69801666666667,13.32265,11724002214
Punta Sottile - Muggia,Terrazza mare,attiva,,temperatura,idrologici,°C,11/08/2009,2009,8,"26,00",45.60555,13.72195,11614003612
Punta Sottile - Muggia,Terrazza mare,attiva,,salinità,idrologici,psu,11/08/2009,2009,8,"35,58",45.60555,13.72195,11614003613
Punta Sottile - Muggia,Terrazza mare,attiva,,ossigeno disciolto,idrologici,% sat.,11/08/2009,2009,8,"94,60",45.60555,13.72195,11614003614
Grignano - Trieste,Diga porto,dismessa,,temperatura,idrologici,°C,11/08/2009,2009,8,"25,36",45.7051,13.710883333333333,11644003612
Grignano - Trieste,Diga porto,dismessa,,salinità,idrologici,psu,11/08/2009,2009,8,"35,01",45.7051,13.710883333333333,11644003613
Grignano - Trieste,Diga porto,dismessa,,ossigeno disciolto,idrologici,% sat.,11/08/2009,2009,8,"89,50",45.7051,13.710883333333333,11644003614
Duino - Aurisina,Diga porto di Duino,dismessa,,temperatura,idrologici,°C,11/08/2009,2009,8,"25,36",45.77333333333333,13.598466666666667,11684003612
Duino - Aurisina,Diga porto di Duino,dismessa,,salinità,idrologici,psu,11/08/2009,2009,8,"32,66",45.77333333333333,13.598466666666667,11684003613
Duino - Aurisina,Diga porto di Duino,dismessa,,ossigeno disciolto,idrologici,% sat.,11/08/2009,2009,8,"104,95",45.77333333333333,13.598466666666667,11684003614
Grado - Morgo,Spiaggia,dismessa,,temperatura,idrologici,°C,11/08/2009,2009,8,"28,28",45.69801666666667,13.32265,11724003612
Grado - Morgo,Spiaggia,dismessa,,salinità,idrologici,psu,11/08/2009,2009,8,"30,49",45.69801666666667,13.32265,11724003613
Grado - Morgo,Spiaggia,dismessa,,ossigeno disciolto,idrologici,% sat.,11/08/2009,2009,8,"93,00",45.69801666666667,13.32265,11724003614
Punta Sottile - Muggia,Terrazza mare,attiva,,temperatura,idrologici,°C,25/08/2009,2009,8,"23,19",45.60555,13.72195,11614005012
Punta Sottile - Muggia,Terrazza mare,attiva,,salinità,idrologici,psu,25/08/2009,2009,8,"37,24",45.60555,13.72195,11614005013
Punta Sottile - Muggia,Terrazza mare,attiva,,ossigeno disciolto,idrologici,% sat.,25/08/2009,2009,8,"106,40",45.60555,13.72195,11614005014
Grignano - Trieste,Diga porto,dismessa,,temperatura,idrologici,°C,25/08/2009,2009,8,"23,75",45.7051,13.710883333333333,11644005012
Grignano - Trieste,Diga porto,dismessa,,salinità,idrologici,psu,25/08/2009,2009,8,"36,86",45.7051,13.710883333333333,11644005013
Grignano - Trieste,Diga porto,dismessa,,ossigeno disciolto,idrologici,% sat.,25/08/2009,2009,8,"112,25",45.7051,13.710883333333333,11644005014
Duino - Aurisina,Diga porto di Duino,dismessa,,temperatura,idrologici,°C,25/08/2009,2009,8,"25,12",45.77333333333333,13.598466666666667,11684005012
Duino - Aurisina,Diga porto di Duino,dismessa,,salinità,idrologici,psu,25/08/2009,2009,8,"30,01",45.77333333333333,13.598466666666667,11684005013
Duino - Aurisina,Diga porto di Duino,dismessa,,ossigeno disciolto,idrologici,% sat.,25/08/2009,2009,8,"112,95",45.77333333333333,13.598466666666667,11684005014
Grado - Morgo,Spiaggia,dismessa,,temperatura,idrologici,°C,25/08/2009,2009,8,"25,18",45.69801666666667,13.32265,11724005012
Grado - Morgo,Spiaggia,dismessa,,salinità,idrologici,psu,25/08/2009,2009,8,"32,37",45.69801666666667,13.32265,11724005013
Grado - Morgo,Spiaggia,dismessa,,ossigeno disciolto,idrologici,% sat.,25/08/2009,2009,8,"105,60",45.69801666666667,13.32265,11724005014
S. Bartolomeo - Muggia,Campeggio Polizia,dismessa,,temperatura,idrologici,°C,25/05/2010,2010,5,"22,77",45.59665,13.723033333333333,11604032312
S. Bartolomeo - Muggia,Campeggio Polizia,dismessa,,salinità,idrologici,psu,25/05/2010,2010,5,"28,90",45.59665,13.723033333333333,11604032313
S. Bartolomeo - Muggia,Campeggio Polizia,dismessa,,ossigeno disciolto,idrologici,% sat.,25/05/2010,2010,5,"126,00",45.59665,13.723033333333333,11604032314
S. Bartolomeo - Muggia,Campeggio Polizia,dismessa,,pH,idrologici,,25/05/2010,2010,5,"8,26",45.59665,13.723033333333333,11604032315
Trieste,"Stabilimento balneare ""Lanterna""",dismessa,,temperatura,idrologici,°C,25/05/2010,2010,5,"22,38",45.64816666666667,13.753766666666667,11624032312
Trieste,"Stabilimento balneare ""Lanterna""",dismessa,,salinità,idrologici,psu,25/05/2010,2010,5,"28,50",45.64816666666667,13.753766666666667,11624032313
Trieste,"Stabilimento balneare ""Lanterna""",dismessa,,ossigeno disciolto,idrologici,% sat.,25/05/2010,2010,5,"125,00",45.64816666666667,13.753766666666667,11624032314
Trieste,"Stabilimento balneare ""Lanterna""",dismessa,,pH,idrologici,,25/05/2010,2010,5,"8,11",45.64816666666667,13.753766666666667,11624032315
Barcola - Trieste,ex CEDAS,attiva,,temperatura,idrologici,°C,25/05/2010,2010,5,"19,9",45.68695,13.745716666666667,11634032312
Barcola - Trieste,ex CEDAS,attiva,,salinità,idrologici,psu,25/05/2010,2010,5,"27,20",45.68695,13.745716666666667,11634032313
Barcola - Trieste,ex CEDAS,attiva,,ossigeno disciolto,idrologici,% sat.,25/05/2010,2010,5,"111,00",45.68695,13.745716666666667,11634032314
Barcola - Trieste,ex CEDAS,attiva,,pH,idrologici,,25/05/2010,2010,5,"8,08",45.68695,13.745716666666667,11634032315
Filtri - Duino-Aurisina,Diga porticciolo,dismessa,,temperatura,idrologici,°C,27/05/2010,2010,5,"21,88",45.74101666666667,13.668983333333333,11654032512
Filtri - Duino-Aurisina,Diga porticciolo,dismessa,,salinità,idrologici,psu,27/05/2010,2010,5,"24,20",45.74101666666667,13.668983333333333,11654032513
Filtri - Duino-Aurisina,Diga porticciolo,dismessa,,ossigeno disciolto,idrologici,% sat.,27/05/2010,2010,5,"110,00",45.74101666666667,13.668983333333333,11654032514
Filtri - Duino-Aurisina,Diga porticciolo,dismessa,,pH,idrologici,,27/05/2010,2010,5,"8,06",45.74101666666667,13.668983333333333,11654032515
Canovella de' Zoppoli - Duino-Aurisina,Pozza di marea,attiva,,temperatura,idrologici,°C,27/05/2010,2010,5,"21,06",45.749116666666666,13.655783333333334,11664032512
Canovella de' Zoppoli - Duino-Aurisina,Pozza di marea,attiva,,salinità,idrologici,psu,27/05/2010,2010,5,"26,10",45.749116666666666,13.655783333333334,11664032513
Canovella de' Zoppoli - Duino-Aurisina,Pozza di marea,attiva,,ossigeno disciolto,idrologici,% sat.,27/05/2010,2010,5,"104,00",45.749116666666666,13.655783333333334,11664032514
Canovella de' Zoppoli - Duino-Aurisina,Pozza di marea,attiva,,pH,idrologici,,27/05/2010,2010,5,"8,03",45.749116666666666,13.655783333333334,11664032515
Sistiana - Duino-Aurisina,Spiaggia ex Castelreggio,attiva,,temperatura,idrologici,°C,27/05/2010,2010,5,"21,48",45.76743333333334,13.6308,11674032512
Sistiana - Duino-Aurisina,Spiaggia ex Castelreggio,attiva,,salinità,idrologici,psu,27/05/2010,2010,5,"21,40",45.76743333333334,13.6308,11674032513
Sistiana - Duino-Aurisina,Spiaggia ex Castelreggio,attiva,,ossigeno disciolto,idrologici,% sat.,27/05/2010,2010,5,"109,10",45.76743333333334,13.6308,11674032514
Sistiana - Duino-Aurisina,Spiaggia ex Castelreggio,attiva,,pH,idrologici,,27/05/2010,2010,5,"8,07",45.76743333333334,13.6308,11674032515
Marina Nova - Monfalcone,Spiaggia Camping - Isola Panzano Lido,dismessa,,temperatura,idrologici,°C,26/05/2010,2010,5,"19,85",45.78403333333333,13.545166666666667,11694032412
Marina Nova - Monfalcone,Spiaggia Camping - Isola Panzano Lido,dismessa,,salinità,idrologici,psu,26/05/2010,2010,5,"16,80",45.78403333333333,13.545166666666667,11694032413
Marina Nova - Monfalcone,Spiaggia Camping - Isola Panzano Lido,dismessa,,ossigeno disciolto,idrologici,% sat.,26/05/2010,2010,5,"116,80",45.78403333333333,13.545166666666667,11694032414
Marina Nova - Monfalcone,Spiaggia Camping - Isola Panzano Lido,dismessa,,pH,idrologici,,26/05/2010,2010,5,"7,98",45.78403333333333,13.545166666666667,11694032415
Staranzano - Monfalcone,Spiaggia - Lido di Staranzano,dismessa,,temperatura,idrologici,°C,26/05/2010,2010,5,"23,23",45.76586666666667,13.527766666666666,11704032412
Staranzano - Monfalcone,Spiaggia - Lido di Staranzano,dismessa,,salinità,idrologici,psu,26/05/2010,2010,5,"22,30",45.76586666666667,13.527766666666666,11704032413
Staranzano - Monfalcone,Spiaggia - Lido di Staranzano,dismessa,,ossigeno disciolto,idrologici,% sat.,26/05/2010,2010,5,"111,00",45.76586666666667,13.527766666666666,11704032414
Staranzano - Monfalcone,Spiaggia - Lido di Staranzano,dismessa,,pH,idrologici,,26/05/2010,2010,5,"8,00",45.76586666666667,13.527766666666666,11704032415
Grado,Spiaggia - Lido del Carabiniere,dismessa,,temperatura,idrologici,°C,26/05/2010,2010,5,"24,2",45.6865,13.4451,11714032412
Grado,Spiaggia - Lido del Carabiniere,dismessa,,salinità,idrologici,psu,26/05/2010,2010,5,"30,60",45.6865,13.4451,11714032413
Grado,Spiaggia - Lido del Carabiniere,dismessa,,ossigeno disciolto,idrologici,% sat.,26/05/2010,2010,5,"108,00",45.6865,13.4451,11714032414
Grado,Spiaggia - Lido del Carabiniere,dismessa,,pH,idrologici,,26/05/2010,2010,5,"8,06",45.6865,13.4451,11714032415
Lignano Sabbiadoro,Spiaggia,dismessa,,temperatura,idrologici,°C,31/05/2010,2010,5,"20,43",45.66175,13.10955,11734032912
Lignano Sabbiadoro,Spiaggia,dismessa,,salinità,idrologici,psu,31/05/2010,2010,5,"26,90",45.66175,13.10955,11734032913
Lignano Sabbiadoro,Spiaggia,dismessa,,ossigeno disciolto,idrologici,% sat.,31/05/2010,2010,5,"92,80",45.66175,13.10955,11734032914
Punta Sottile - Muggia,Terrazza mare,attiva,,temperatura,idrologici,°C,28/06/2010,2010,6,"25,68",45.60555,13.72195,11614035712
Punta Sottile - Muggia,Terrazza mare,attiva,,salinità,idrologici,psu,28/06/2010,2010,6,"31,00",45.60555,13.72195,11614035713
Punta Sottile - Muggia,Terrazza mare,attiva,,ossigeno disciolto,idrologici,% sat.,28/06/2010,2010,6,"120,50",45.60555,13.72195,11614035714
Punta Sottile - Muggia,Terrazza mare,attiva,,pH,idrologici,,28/06/2010,2010,6,"8,26",45.60555,13.72195,11614035715
Trieste,"Stabilimento balneare ""Lanterna""",dismessa,,temperatura,idrologici,°C,28/06/2010,2010,6,"25,34",45.64816666666667,13.753766666666667,11624035712
Trieste,"Stabilimento balneare ""Lanterna""",dismessa,,salinità,idrologici,psu,28/06/2010,2010,6,"30,80",45.64816666666667,13.753766666666667,11624035713
Trieste,"Stabilimento balneare ""Lanterna""",dismessa,,ossigeno disciolto,idrologici,% sat.,28/06/2010,2010,6,"115,00",45.64816666666667,13.753766666666667,11624035714
Trieste,"Stabilimento balneare ""Lanterna""",dismessa,,pH,idrologici,,28/06/2010,2010,6,"8,25",45.64816666666667,13.753766666666667,11624035715
Barcola - Trieste,ex CEDAS,attiva,,temperatura,idrologici,°C,28/06/2010,2010,6,"24,07",45.68695,13.745716666666667,11634035712
Barcola - Trieste,ex CEDAS,attiva,,salinità,idrologici,psu,28/06/2010,2010,6,"30,60",45.68695,13.745716666666667,11634035713
Barcola - Trieste,ex CEDAS,attiva,,ossigeno disciolto,idrologici,% sat.,28/06/2010,2010,6,"108,00",45.68695,13.745716666666667,11634035714
Barcola - Trieste,ex CEDAS,attiva,,pH,idrologici,,28/06/2010,2010,6,"8,28",45.68695,13.745716666666667,11634035715
Filtri - Duino-Aurisina,Diga porticciolo,dismessa,,temperatura,idrologici,°C,29/06/2010,2010,6,"24,45",45.74101666666667,13.668983333333333,11654035812
Filtri - Duino-Aurisina,Diga porticciolo,dismessa,,salinità,idrologici,psu,29/06/2010,2010,6,"27,10",45.74101666666667,13.668983333333333,11654035813
Filtri - Duino-Aurisina,Diga porticciolo,dismessa,,ossigeno disciolto,idrologici,% sat.,29/06/2010,2010,6,"118,40",45.74101666666667,13.668983333333333,11654035814
Filtri - Duino-Aurisina,Diga porticciolo,dismessa,,pH,idrologici,,29/06/2010,2010,6,"8,20",45.74101666666667,13.668983333333333,11654035815
Canovella de' Zoppoli - Duino-Aurisina,Pozza di marea,attiva,,temperatura,idrologici,°C,29/06/2010,2010,6,"24,50",45.749116666666666,13.655783333333334,11664035812
Canovella de' Zoppoli - Duino-Aurisina,Pozza di marea,attiva,,salinità,idrologici,psu,29/06/2010,2010,6,"27,50",45.749116666666666,13.655783333333334,11664035813
Canovella de' Zoppoli - Duino-Aurisina,Pozza di marea,attiva,,ossigeno disciolto,idrologici,% sat.,29/06/2010,2010,6,"122,50",45.749116666666666,13.655783333333334,11664035814
Canovella de' Zoppoli - Duino-Aurisina,Pozza di marea,attiva,,pH,idrologici,,29/06/2010,2010,6,"8,21",45.749116666666666,13.655783333333334,11664035815
Sistiana - Duino-Aurisina,Spiaggia ex Castelreggio,attiva,,temperatura,idrologici,°C,29/06/2010,2010,6,"24,06",45.76743333333334,13.6308,11674035812
Sistiana - Duino-Aurisina,Spiaggia ex Castelreggio,attiva,,salinità,idrologici,psu,29/06/2010,2010,6,"26,90",45.76743333333334,13.6308,11674035813
Sistiana - Duino-Aurisina,Spiaggia ex Castelreggio,attiva,,ossigeno disciolto,idrologici,% sat.,29/06/2010,2010,6,"102,50",45.76743333333334,13.6308,11674035814
Sistiana - Duino-Aurisina,Spiaggia ex Castelreggio,attiva,,pH,idrologici,,29/06/2010,2010,6,"8,24",45.76743333333334,13.6308,11674035815
Marina Nova - Monfalcone,Spiaggia Camping - Isola Panzano Lido,dismessa,,temperatura,idrologici,°C,29/06/2010,2010,6,"26,86",45.78403333333333,13.545166666666667,11694035812
Marina Nova - Monfalcone,Spiaggia Camping - Isola Panzano Lido,dismessa,,salinità,idrologici,psu,29/06/2010,2010,6,"26,10",45.78403333333333,13.545166666666667,11694035813
Marina Nova - Monfalcone,Spiaggia Camping - Isola Panzano Lido,dismessa,,ossigeno disciolto,idrologici,% sat.,29/06/2010,2010,6,"188,00",45.78403333333333,13.545166666666667,11694035814
Marina Nova - Monfalcone,Spiaggia Camping - Isola Panzano Lido,dismessa,,pH,idrologici,,29/06/2010,2010,6,"8,45",45.78403333333333,13.545166666666667,11694035815
Staranzano - Monfalcone,Spiaggia - Lido di Staranzano,dismessa,,temperatura,idrologici,°C,30/06/2010,2010,6,"34,72",45.76586666666667,13.527766666666666,11704035912
Staranzano - Monfalcone,Spiaggia - Lido di Staranzano,dismessa,,salinità,idrologici,psu,30/06/2010,2010,6,"20,20",45.76586666666667,13.527766666666666,11704035913
Staranzano - Monfalcone,Spiaggia - Lido di Staranzano,dismessa,,ossigeno disciolto,idrologici,% sat.,30/06/2010,2010,6,"150,00",45.76586666666667,13.527766666666666,11704035914
Staranzano - Monfalcone,Spiaggia - Lido di Staranzano,dismessa,,pH,idrologici,,30/06/2010,2010,6,"8,52",45.76586666666667,13.527766666666666,11704035915
Grado,Spiaggia - Lido del Carabiniere,dismessa,,temperatura,idrologici,°C,30/06/2010,2010,6,"29,70",45.6865,13.4451,11714035912
Grado,Spiaggia - Lido del Carabiniere,dismessa,,salinità,idrologici,psu,30/06/2010,2010,6,"26,70",45.6865,13.4451,11714035913
Grado,Spiaggia - Lido del Carabiniere,dismessa,,ossigeno disciolto,idrologici,% sat.,30/06/2010,2010,6,"143,00",45.6865,13.4451,11714035914
Grado,Spiaggia - Lido del Carabiniere,dismessa,,pH,idrologici,,30/06/2010,2010,6,"8,43",45.6865,13.4451,11714035915
Lignano Sabbiadoro,Spiaggia,dismessa,,temperatura,idrologici,°C,30/06/2010,2010,6,"26,11",45.66175,13.10955,11734035912
Lignano Sabbiadoro,Spiaggia,dismessa,,salinità,idrologici,psu,30/06/2010,2010,6,"27,90",45.66175,13.10955,11734035913
Lignano Sabbiadoro,Spiaggia,dismessa,,ossigeno disciolto,idrologici,% sat.,30/06/2010,2010,6,"104,40",45.66175,13.10955,11734035914
